Project,Antipattern,File,Line from,Line to,Code fragment,Explanation
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/BatchRisk.java,99,99,"public final TableField<BatchRiskRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");",The column 'created_user_id' appears to reference the Users table but lacks a foreign key constraint. Add a foreign key constraint referencing Users.ID to maintain referential integrity for user references.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/BatchRisk.java,119,119,"public final TableField<BatchRiskRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The column 'corp_id' appears to reference the Corp table but lacks a foreign key constraint. Add a foreign key constraint referencing Corp.ID to ensure that only valid corporation IDs can be stored.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/BatchTeam.java,57,57,"public final TableField<BatchTeamRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key is named just 'id' which is a generic name that doesn't convey meaning about the table it belongs to. Consider renaming it to 'batch_team_id' to make it more descriptive and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/BatchTeam.java,62,62,"public final TableField<BatchTeamRecord, Long> BATCH_ID = createField(DSL.name(""batch_id""), SQLDataType.BIGINT.nullable(false), this, """");","The column 'batch_id' appears to reference the BatchBase table but lacks a foreign key constraint, which could lead to orphaned records and data integrity issues. Add a foreign key constraint referencing the BatchBase table's primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/BatchTeam.java,67,67,"public final TableField<BatchTeamRecord, Long> USER_ID = createField(DSL.name(""user_id""), SQLDataType.BIGINT.nullable(false), this, """");","The column 'user_id' appears to reference the Users table but lacks a foreign key constraint, which could allow invalid user references. Add a foreign key constraint referencing the Users table's primary key."
hevan_agri-cloud,Fear of the Unknown,agri-mis/src/main/java/com/agri/mis/db/tables/BatchTeam.java,72,72,"public final TableField<BatchTeamRecord, Boolean> IS_MANAGER = createField(DSL.name(""is_manager""), SQLDataType.BOOLEAN.defaultValue(DSL.field(""true"", SQLDataType.BOOLEAN)), this, """");","The 'is_manager' column has a default value but is still nullable, which is inconsistent since a default value suggests the column should always have a value. Either mark the column as NOT NULL or remove the default value if NULL is a valid state."
hevan_agri-cloud,Fear of the Unknown,agri-mis/src/main/java/com/agri/mis/db/tables/BatchTeam.java,77,77,"public final TableField<BatchTeamRecord, LocalDateTime> CREATED_AT = createField(DSL.name(""created_at""), SQLDataType.LOCALDATETIME(6), this, """");",The 'created_at' column is nullable but represents a creation timestamp that should always have a value when a record is inserted. Consider adding a NOT NULL constraint with a default value of the current timestamp.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/Category.java,56,56,"public final TableField<CategoryRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'category_id'. Consider renaming the column to 'category_id' to make it self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Category.java,76,76,"public final TableField<CategoryRecord, Long> PARENT_ID = createField(DSL.name(""parent_id""), SQLDataType.BIGINT, this, """");","The 'parent_id' column appears to reference the Category table itself (self-referential hierarchy) but lacks a foreign key constraint, which could lead to orphaned records or invalid parent references. Add a foreign key constraint referencing the Category table's primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Category.java,81,81,"public final TableField<CategoryRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column likely references the Corp table but lacks a foreign key constraint, which could allow invalid corporation references. Add a foreign key constraint referencing the Corp table's primary key (CORP_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CheckTrace.java,57,57,"public final TableField<CheckTraceRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'check_trace_id'. Consider renaming the column to 'check_trace_id' to make foreign key references self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CheckTrace.java,72,72,"public final TableField<CheckTraceRecord, Long> USER_ID = createField(DSL.name(""user_id""), SQLDataType.BIGINT, this, """");","The 'user_id' column appears to reference the Users table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Users table's primary key (USERS_PKEY)."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CheckTrace.java,82,82,"public final TableField<CheckTraceRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, risking referential integrity issues. Add a foreign key constraint referencing the Corp table's primary key (CORP_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CmsBlog.java,58,58,"public final TableField<CmsBlogRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'blog_id'. Consider renaming it to 'blog_id' or 'cms_blog_id' to make foreign key references more self-documenting and to avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CmsBlog.java,83,83,"public final TableField<CmsBlogRecord, Long> CATEGORY_ID = createField(DSL.name(""category_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'category_id' column appears to reference the 'cms_category' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the CMS_CATEGORY_PKEY to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CmsBlog.java,103,103,"public final TableField<CmsBlogRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");","The 'created_user_id' column appears to reference the 'users' table but lacks a foreign key constraint, risking data integrity issues. Add a foreign key constraint referencing USERS_PKEY to enforce that only valid user IDs can be stored."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CmsBlog.java,133,133,"public final TableField<CmsBlogRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the 'corp' table but lacks a foreign key constraint, which could allow invalid corporation references. Add a foreign key constraint referencing CORP_PKEY to maintain referential integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CmsCategory.java,56,56,"public final TableField<CmsCategoryRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'cms_category_id'. Consider renaming the primary key to something more meaningful that identifies the entity, such as 'cms_category_id' or 'category_id'."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CmsCategory.java,71,71,"public final TableField<CmsCategoryRecord, Long> PARENT_ID = createField(DSL.name(""parent_id""), SQLDataType.BIGINT, this, """");",The 'parent_id' column appears to reference the same table's primary key (self-referential relationship for hierarchical categories) but lacks a foreign key constraint. Add a foreign key constraint referencing CMS_CATEGORY_PKEY to ensure referential integrity.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CmsCategory.java,76,76,"public final TableField<CmsCategoryRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint. Add a foreign key constraint referencing CORP_PKEY to ensure data integrity and prevent orphaned records.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CmsTag.java,56,56,"public final TableField<CmsTagRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'cms_tag_id'. Consider renaming the column to 'cms_tag_id' or another meaningful name that identifies the entity it represents.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CmsTag.java,66,66,"public final TableField<CmsTagRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the 'Corp' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the 'Corp.ID' primary key to ensure referential integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/Corp.java,57,57,"public final TableField<CorpRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is named just 'id' which is a generic, non-descriptive name that doesn't convey the table context. Consider renaming it to 'corp_id' to make it more meaningful and to avoid ambiguity in queries with joins."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Corp.java,77,77,"public final TableField<CorpRecord, Long> ADDRESS_ID = createField(DSL.name(""address_id""), SQLDataType.BIGINT, this, """");","The 'address_id' column appears to reference the Address table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Address table's primary key (ADDRESS_PKEY)."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Corp.java,87,87,"public final TableField<CorpRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");","The 'created_user_id' column appears to reference the Users table but lacks a foreign key constraint, which could allow invalid user references. Add a foreign key constraint referencing the Users table's primary key (USERS_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpDepart.java,56,56,"public final TableField<CorpDepartRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'corp_depart_id'. Consider renaming the column to something more meaningful that identifies the entity, such as 'corp_depart_id' or 'department_id'."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpDepart.java,66,66,"public final TableField<CorpDepartRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Corp table's primary key (CORP_PKEY) to ensure referential integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManager.java,57,57,"public final TableField<CorpManagerRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key is named just 'id' which is a generic name that doesn't convey meaning about the table it belongs to. Consider renaming it to 'corp_manager_id' to make it more descriptive and avoid ambiguity in JOIN queries.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManager.java,62,62,"public final TableField<CorpManagerRecord, Long> USER_ID = createField(DSL.name(""user_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'user_id' column appears to reference the Users table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Users.ID to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManager.java,67,67,"public final TableField<CorpManagerRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, which could allow invalid corporation references. Add a foreign key constraint referencing Corp.ID to maintain data integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManagerDepart.java,56,56,"public final TableField<CorpManagerDepartRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","This junction table uses a generic 'id' as primary key, but the combination of (manager_id, depart_id) would be a more meaningful natural composite key since it represents the relationship between managers and departments. Consider using a composite primary key on (manager_id, depart_id) instead of a synthetic 'id' column."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManagerDepart.java,61,61,"public final TableField<CorpManagerDepartRecord, Long> MANAGER_ID = createField(DSL.name(""manager_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'manager_id' column appears to reference the 'corp_manager' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the CORP_MANAGER_PKEY to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManagerDepart.java,66,66,"public final TableField<CorpManagerDepartRecord, Long> DEPART_ID = createField(DSL.name(""depart_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'depart_id' column appears to reference the 'corp_depart' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the CORP_DEPART_PKEY to ensure referential integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManagerRole.java,56,56,"public final TableField<CorpManagerRoleRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The table uses a generic 'id' column as the primary key, but this is a junction table linking managers to roles where the combination of (manager_id, role_id) would be a more meaningful natural primary key. Consider using a composite primary key on (manager_id, role_id) instead of a synthetic 'id' column."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManagerRole.java,61,61,"public final TableField<CorpManagerRoleRecord, Long> MANAGER_ID = createField(DSL.name(""manager_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'manager_id' column appears to reference the 'corp_manager' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the CORP_MANAGER_PKEY to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpManagerRole.java,66,66,"public final TableField<CorpManagerRoleRecord, Long> ROLE_ID = createField(DSL.name(""role_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'role_id' column appears to reference the 'corp_role' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the CORP_ROLE_PKEY to ensure referential integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpPark.java,57,57,"public final TableField<CorpParkRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'park_id' or 'corp_park_id'. Consider renaming the column to something more meaningful that identifies what entity it represents.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpPark.java,77,77,"public final TableField<CorpParkRecord, Long> ADDRESS_ID = createField(DSL.name(""address_id""), SQLDataType.BIGINT, this, """");","The 'address_id' column appears to reference the Address table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Address.ID to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpPark.java,82,82,"public final TableField<CorpParkRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Corp.ID to ensure referential integrity."
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/CorpPark.java,87,87,"public final TableField<CorpParkRecord, Double> AREA = createField(DSL.name(""area""), SQLDataType.DOUBLE, this, """");",The 'area' column uses DOUBLE which can cause rounding errors for precise measurements. Consider using DECIMAL or NUMERIC with appropriate precision and scale for accurate area calculations.
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/CorpPark.java,92,92,"public final TableField<CorpParkRecord, Double> AREA_USE = createField(DSL.name(""area_use""), SQLDataType.DOUBLE, this, """");",The 'area_use' column uses DOUBLE which can cause rounding errors for precise measurements. Consider using DECIMAL or NUMERIC with appropriate precision and scale for accurate area calculations.
