Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,70,70,"public final TableField<PermissionsRecord, Integer> ID = createField(DSL.name(""id""), SQLDataType.INTEGER.nullable(false).identity(true), this, """");",The table uses a generic 'id' column as primary key while having a natural unique key on 'permission_name' that could serve as the primary key. Consider using 'permission_name' as the primary key or renaming the synthetic key to 'permission_id' for clarity.
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,90,90,"public final TableField<PermissionsRecord, Integer> CREATED_BY = createField(DSL.name(""created_by""), SQLDataType.INTEGER, this, """");","The 'created_by' column appears to reference a user but lacks a foreign key constraint to the users table, which could lead to orphaned references. Add a foreign key constraint referencing the users table's primary key (USERS_PKEY)."
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,100,100,"public final TableField<PermissionsRecord, Integer> UPDATED_BY = createField(DSL.name(""updated_by""), SQLDataType.INTEGER, this, """");","The 'updated_by' column appears to reference a user but lacks a foreign key constraint to the users table, which could lead to orphaned references. Add a foreign key constraint referencing the users table's primary key (USERS_PKEY)."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,85,85,"public final TableField<PermissionsRecord, LocalDateTime> CREATED_AT = createField(DSL.name(""created_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'created_at' column has a default value but is still nullable, which is inconsistent since it will always have a value in practice. Mark the column as NOT NULL to enforce data integrity."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,95,95,"public final TableField<PermissionsRecord, LocalDateTime> UPDATED_AT = createField(DSL.name(""updated_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'updated_at' column has a default value but is still nullable, which is inconsistent since it will always have a value in practice. Mark the column as NOT NULL to enforce data integrity."
Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,72,72,"public final TableField<RolesRecord, Integer> ID = createField(DSL.name(""id""), SQLDataType.INTEGER.nullable(false).identity(true), this, """");",The table uses a generic 'id' column as primary key while having a unique constraint on 'role_name' which could serve as a natural primary key. Consider using 'role_name' as the primary key or renaming the synthetic key to something more descriptive like 'role_id'.
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,87,87,"public final TableField<RolesRecord, Integer> CREATED_BY = createField(DSL.name(""created_by""), SQLDataType.INTEGER, this, """");",The 'created_by' column appears to reference a user but lacks a foreign key constraint to the users table (USERS_PKEY exists). Add a foreign key constraint referencing the users table to ensure referential integrity.
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,97,97,"public final TableField<RolesRecord, Integer> UPDATED_BY = createField(DSL.name(""updated_by""), SQLDataType.INTEGER, this, """");",The 'updated_by' column appears to reference a user but lacks a foreign key constraint to the users table (USERS_PKEY exists). Add a foreign key constraint referencing the users table to ensure referential integrity.
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,82,82,"public final TableField<RolesRecord, LocalDateTime> CREATED_AT = createField(DSL.name(""created_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'created_at' column has a default value but is implicitly nullable, which is contradictory since a creation timestamp should always exist. Mark this column as NOT NULL to prevent inconsistent data."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,92,92,"public final TableField<RolesRecord, LocalDateTime> UPDATED_AT = createField(DSL.name(""updated_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'updated_at' column has a default value but is implicitly nullable, which is contradictory since an update timestamp should always exist. Mark this column as NOT NULL to prevent inconsistent data."
Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,70,70,"public final TableField<RolesPermissionsRecord, Integer> ID = createField(DSL.name(""id""), SQLDataType.INTEGER.nullable(false).identity(true), this, """");","This junction table has a synthetic 'id' primary key even though a natural composite key (role_id, permission_id) already exists as a unique constraint (UNIQUE_ROLE_PERMISSION). Consider using the composite key (role_id, permission_id) as the primary key instead, which naturally enforces the relationship uniqueness without an unnecessary surrogate key."
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,90,90,"public final TableField<RolesPermissionsRecord, Integer> CREATED_BY = createField(DSL.name(""created_by""), SQLDataType.INTEGER, this, """");",The 'created_by' column appears to reference a user but lacks a foreign key constraint to the users table. Add a foreign key constraint referencing USERS_PKEY to ensure referential integrity and prevent orphaned records.
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,100,100,"public final TableField<RolesPermissionsRecord, Integer> UPDATED_BY = createField(DSL.name(""updated_by""), SQLDataType.INTEGER, this, """");",The 'updated_by' column appears to reference a user but lacks a foreign key constraint to the users table. Add a foreign key constraint referencing USERS_PKEY to ensure referential integrity and prevent orphaned records.
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,85,85,"public final TableField<RolesPermissionsRecord, LocalDateTime> CREATED_AT = createField(DSL.name(""created_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'created_at' column has a default value but is marked as NULLABLE, which is inconsistent since a creation timestamp should always have a value. Mark this column as NOT NULL to prevent ambiguous missing values."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,95,95,"public final TableField<RolesPermissionsRecord, LocalDateTime> UPDATED_AT = createField(DSL.name(""updated_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'updated_at' column has a default value but is marked as NULLABLE, which is inconsistent since an update timestamp should always have a value. Mark this column as NOT NULL to prevent ambiguous missing values."
Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,70,70,"public final TableField<UsersRecord, Integer> ID = createField(DSL.name(""id""), SQLDataType.INTEGER.nullable(false).identity(true), this, """");","The table uses a generic 'id' column as the primary key, but there's already a unique constraint on 'email' (USERS_EMAIL_KEY) which is a natural key suitable for identifying users. Consider using 'email' as the primary key or renaming the synthetic key to something more descriptive like 'user_id'."
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,95,95,"public final TableField<UsersRecord, Integer> CREATED_BY = createField(DSL.name(""created_by""), SQLDataType.INTEGER, this, """");","The 'created_by' column appears to reference a user ID but lacks a foreign key constraint to the users table, which could lead to orphaned references. Add a foreign key constraint referencing USERS_PKEY to ensure referential integrity."
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,105,105,"public final TableField<UsersRecord, Integer> UPDATED_BY = createField(DSL.name(""updated_by""), SQLDataType.INTEGER, this, """");","The 'updated_by' column appears to reference a user ID but lacks a foreign key constraint to the users table, which could lead to orphaned references. Add a foreign key constraint referencing USERS_PKEY to ensure referential integrity."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,90,90,"public final TableField<UsersRecord, LocalDateTime> CREATED_AT = createField(DSL.name(""created_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'created_at' column has a default value but is marked as NULLABLE (no .nullable(false)), meaning it can never be NULL in practice yet allows NULL values. Add .nullable(false) to the column definition to properly reflect its non-null nature."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,100,100,"public final TableField<UsersRecord, LocalDateTime> UPDATED_AT = createField(DSL.name(""updated_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'updated_at' column has a default value but is marked as NULLABLE (no .nullable(false)), meaning it can never be NULL in practice yet allows NULL values. Add .nullable(false) to the column definition to properly reflect its non-null nature."
Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,70,70,"public final TableField<UsersGroupsRecord, Integer> ID = createField(DSL.name(""id""), SQLDataType.INTEGER.nullable(false).identity(true), this, """");","This junction table has a synthetic auto-increment 'id' primary key, but the UNIQUE_USER_GROUP constraint on (user_id, group_id) already provides a natural composite key that uniquely identifies each user-group relationship. Consider using (user_id, group_id) as the primary key instead of the synthetic 'id' column."
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,90,90,"public final TableField<UsersGroupsRecord, Integer> CREATED_BY = createField(DSL.name(""created_by""), SQLDataType.INTEGER, this, """");","The 'created_by' column appears to reference a user but lacks a foreign key constraint to the users table, which could lead to orphaned references or invalid user IDs. Add a foreign key constraint referencing the users table's primary key (USERS_PKEY)."
Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,100,100,"public final TableField<UsersGroupsRecord, Integer> UPDATED_BY = createField(DSL.name(""updated_by""), SQLDataType.INTEGER, this, """");","The 'updated_by' column appears to reference a user but lacks a foreign key constraint to the users table, which could lead to orphaned references or invalid user IDs. Add a foreign key constraint referencing the users table's primary key (USERS_PKEY)."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,85,85,"public final TableField<UsersGroupsRecord, LocalDateTime> CREATED_AT = createField(DSL.name(""created_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'created_at' column has a default value but is marked as NULLABLE (no .nullable(false)), meaning it can never be NULL in practice since it always gets a default timestamp. Mark this column as NOT NULL to accurately reflect its intended usage."
Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,95,95,"public final TableField<UsersGroupsRecord, LocalDateTime> UPDATED_AT = createField(DSL.name(""updated_at""), SQLDataType.LOCALDATETIME(6).defaultValue(DSL.field(DSL.raw(""CURRENT_TIMESTAMP""), SQLDataType.LOCALDATETIME)), this, """");","The 'updated_at' column has a default value but is marked as NULLABLE (no .nullable(false)), meaning it can never be NULL in practice since it always gets a default timestamp. Mark this column as NOT NULL to accurately reflect its intended usage."
